Order_Date,Cod_Anio,Cod_Mes,Cod_Dia,Nom_Mes,Nom_Dia,Category,Sub_Category,Region,State,City,Sales,Profit,Quantity,Discount
2014-02-02,2014,2,2,Febrero,Domingo,Office Supplies,Binders,South,Florida,Saint Petersburg,18.336000000000002,-12.224,2,0.7
2014-02-02,2014,2,2,Febrero,Domingo,Technology,Phones,South,Florida,Saint Petersburg,180.96,13.571999999999996,5,0.2
2014-02-02,2014,2,2,Febrero,Domingo,Office Supplies,Fasteners,West,California,San Diego,12.350000000000001,5.8045,5,0.0
2014-03-02,2014,3,2,Marzo,Domingo,Office Supplies,Binders,West,Washington,Seattle,13.272000000000002,4.3134,3,0.2
2014-03-02,2014,3,2,Marzo,Domingo,Office Supplies,Binders,West,Washington,Seattle,83.84,27.247999999999998,2,0.2
2014-04-02,2014,4,2,Abril,Miã©rcoles,Office Supplies,Binders,West,California,San Diego,82.896,29.0136,3,0.2
2014-04-02,2014,4,2,Abril,Miã©rcoles,Office Supplies,Paper,West,California,San Diego,34.24,16.0928,4,0.0
2014-04-02,2014,4,2,Abril,Miã©rcoles,Office Supplies,Binders,West,California,Escondido,17.248,6.036799999999999,2,0.2
2014-06-02,2014,6,2,Junio,Lunes,Technology,Phones,South,Virginia,Chesapeake,144.95,42.035499999999985,5,0.0
2014-06-02,2014,6,2,Junio,Lunes,Technology,Phones,South,Virginia,Chesapeake,161.61,42.018600000000006,1,0.0
2014-06-02,2014,6,2,Junio,Lunes,Office Supplies,Labels,South,Virginia,Chesapeake,15.0,7.199999999999999,4,0.0
2014-06-02,2014,6,2,Junio,Lunes,Office Supplies,Binders,Central,Illinois,Romeoville,8.951999999999998,-14.770800000000001,2,0.8
2014-07-02,2014,7,2,Julio,Miã©rcoles,Technology,Accessories,East,New Jersey,Linden,115.36,49.60480000000001,7,0.0
2014-07-02,2014,7,2,Julio,Miã©rcoles,Office Supplies,Storage,East,New York,New York City,64.96,9.744,4,0.0
2014-08-02,2014,8,2,Agosto,Sã¡bado,Furniture,Furnishings,West,Nevada,North Las Vegas,14.56,5.5328,2,0.0
2014-11-02,2014,11,2,Noviembre,Domingo,Office Supplies,Storage,Central,Missouri,Columbia,64.96,2.598399999999998,2,0.0
2014-11-02,2014,11,2,Noviembre,Domingo,Furniture,Chairs,Central,Missouri,Columbia,60.89,15.222499999999997,1,0.0
2014-11-02,2014,11,2,Noviembre,Domingo,Office Supplies,Labels,Central,Missouri,Columbia,14.940000000000001,6.8724,3,0.0
2014-11-02,2014,11,2,Noviembre,Domingo,Office Supplies,Binders,Central,Missouri,Columbia,9.64,4.4344,2,0.0
2014-11-02,2014,11,2,Noviembre,Domingo,Furniture,Furnishings,Central,Missouri,Columbia,332.94,53.270399999999995,3,0.0
2014-11-02,2014,11,2,Noviembre,Domingo,Office Supplies,Binders,South,Virginia,Chesapeake,17.46,8.206199999999999,2,0.0
2014-11-02,2014,11,2,Noviembre,Domingo,Office Supplies,Binders,Central,Missouri,Columbia,51.900000000000006,24.393,3,0.0
2014-11-02,2014,11,2,Noviembre,Domingo,Furniture,Tables,South,Virginia,Chesapeake,1256.22,75.37319999999994,6,0.0
2014-11-02,2014,11,2,Noviembre,Domingo,Technology,Accessories,South,Virginia,Chesapeake,234.45000000000002,103.15800000000003,3,0.0
2014-12-02,2014,12,2,Diciembre,Martes,Furniture,Chairs,West,California,Concord,129.568,-24.29400000000002,2,0.2
2014-01-03,2014,1,3,Enero,Viernes,Furniture,Chairs,Central,Illinois,Elmhurst,634.116,-172.11720000000003,6,0.3
2014-01-03,2014,1,3,Enero,Viernes,Furniture,Chairs,West,Washington,Seattle,457.56800000000004,51.47639999999994,2,0.2
2014-01-03,2014,1,3,Enero,Viernes,Furniture,Chairs,Central,Texas,El Paso,362.24999999999994,0.0,6,0.3
2014-01-03,2014,1,3,Enero,Viernes,Office Supplies,Fasteners,Central,Texas,El Paso,18.84,-3.5324999999999998,5,0.2
2014-01-03,2014,1,3,Enero,Viernes,Technology,Phones,East,New York,New York City,5.9399999999999995,1.6038,3,0.0
2014-01-03,2014,1,3,Enero,Viernes,Furniture,Tables,Central,Texas,Houston,376.50899999999996,-43.029600000000045,3,0.3
2014-01-03,2014,1,3,Enero,Viernes,Office Supplies,Storage,Central,Texas,Houston,137.352,8.584499999999991,3,0.2
2014-01-03,2014,1,3,Enero,Viernes,Office Supplies,Storage,Central,Texas,El Paso,129.552,-22.671600000000005,3,0.2
2014-01-03,2014,1,3,Enero,Viernes,Office Supplies,Paper,Central,Illinois,Elmhurst,17.472,5.678399999999998,3,0.2
2014-01-03,2014,1,3,Enero,Viernes,Furniture,Furnishings,Central,Texas,El Paso,63.55200000000001,-34.9536,6,0.6
2014-02-03,2014,2,3,Febrero,Lunes,Office Supplies,Paper,East,New York,New York City,36.4,17.472,5,0.0
2014-02-03,2014,2,3,Febrero,Lunes,Office Supplies,Envelopes,East,New York,New York City,11.36,5.339199999999999,2,0.0
2014-02-03,2014,2,3,Febrero,Lunes,Technology,Accessories,East,Pennsylvania,Philadelphia,151.20000000000002,32.13,3,0.2
2014-02-03,2014,2,3,Febrero,Lunes,Office Supplies,Paper,East,Pennsylvania,Philadelphia,3.4240000000000004,1.0699999999999996,1,0.2
2014-03-03,2014,3,3,Marzo,Lunes,Office Supplies,Art,South,North Carolina,Wilmington,19.456000000000003,3.404799999999998,4,0.2
2014-03-03,2014,3,3,Marzo,Lunes,Furniture,Bookcases,East,Ohio,Columbus,302.45,-199.61700000000002,5,0.5
2014-03-03,2014,3,3,Marzo,Lunes,Office Supplies,Appliances,Central,Texas,Houston,176.77199999999996,-459.60720000000003,3,0.8
2014-03-03,2014,3,3,Marzo,Lunes,Furniture,Tables,West,California,San Diego,626.3520000000001,-23.48820000000009,3,0.2
2014-03-03,2014,3,3,Marzo,Lunes,Technology,Phones,East,New York,New York City,9.99,4.5954,1,0.0
2014-03-03,2014,3,3,Marzo,Lunes,Office Supplies,Binders,East,New York,New York City,125.76,40.872,3,0.2
2014-03-03,2014,3,3,Marzo,Lunes,Office Supplies,Labels,East,Ohio,Columbus,15.120000000000001,4.913999999999999,3,0.2
2014-03-03,2014,3,3,Marzo,Lunes,Office Supplies,Storage,East,Ohio,Columbus,44.672000000000004,-10.051200000000003,8,0.2
2014-03-03,2014,3,3,Marzo,Lunes,Office Supplies,Binders,East,New York,New York City,25.32,9.178500000000001,5,0.2
2014-04-03,2014,4,3,Abril,Jueves,Office Supplies,Art,South,Florida,Margate,15.552000000000003,2.332799999999999,3,0.2
2014-04-03,2014,4,3,Abril,Jueves,Office Supplies,Storage,South,South Carolina,Columbia,354.90000000000003,17.744999999999962,5,0.0
2014-05-03,2014,5,3,Mayo,Sã¡bado,Office Supplies,Paper,East,New York,Yonkers,97.82,45.97539999999999,2,0.0
2014-05-03,2014,5,3,Mayo,Sã¡bado,Office Supplies,Art,East,New York,Yonkers,59.519999999999996,15.475200000000001,3,0.0
2014-05-03,2014,5,3,Mayo,Sã¡bado,Technology,Accessories,East,New York,Yonkers,479.97,177.58890000000002,3,0.0
2014-05-03,2014,5,3,Mayo,Sã¡bado,Office Supplies,Supplies,East,New York,Yonkers,18.62,5.399799999999999,2,0.0
2014-05-03,2014,5,3,Mayo,Sã¡bado,Office Supplies,Binders,East,New York,Yonkers,49.632000000000005,16.750799999999998,6,0.2
2014-07-03,2014,7,3,Julio,Jueves,Furniture,Chairs,West,Washington,Seattle,481.56800000000004,54.17639999999993,2,0.2
2014-07-03,2014,7,3,Julio,Jueves,Furniture,Chairs,West,Washington,Seattle,436.70400000000006,21.835199999999986,6,0.2
2014-07-03,2014,7,3,Julio,Jueves,Office Supplies,Storage,West,Washington,Seattle,204.89999999999998,0.0,5,0.0
2014-07-03,2014,7,3,Julio,Jueves,Office Supplies,Art,West,Washington,Seattle,20.65,9.498999999999999,5,0.0
2014-07-03,2014,7,3,Julio,Jueves,Furniture,Chairs,West,Washington,Seattle,48.712,5.480099999999997,1,0.2
2014-07-03,2014,7,3,Julio,Jueves,Office Supplies,Binders,West,Washington,Des Moines,107.64800000000001,33.639999999999986,2,0.2
2014-07-03,2014,7,3,Julio,Jueves,Office Supplies,Art,West,Washington,Seattle,17.94,4.6644000000000005,3,0.0
2014-07-03,2014,7,3,Julio,Jueves,Office Supplies,Storage,West,Washington,Seattle,242.94,4.858800000000016,3,0.0
2014-10-03,2014,10,3,Octubre,Viernes,Office Supplies,Art,West,Colorado,Denver,83.168,9.356399999999994,4,0.2
2014-10-03,2014,10,3,Octubre,Viernes,Office Supplies,Storage,West,Colorado,Denver,636.4080000000001,-15.910200000000088,3,0.2
2014-10-03,2014,10,3,Octubre,Viernes,Office Supplies,Paper,Central,Michigan,Royal Oak,22.38,10.7424,2,0.0
2014-11-03,2014,11,3,Noviembre,Lunes,Office Supplies,Art,West,California,Roseville,7.98,2.0747999999999998,3,0.0
2014-11-03,2014,11,3,Noviembre,Lunes,Office Supplies,Appliances,South,Kentucky,Richmond,146.76,38.1576,3,0.0
2014-11-03,2014,11,3,Noviembre,Lunes,Furniture,Furnishings,East,Ohio,Columbus,8.32,2.2880000000000003,5,0.2
2014-11-03,2014,11,3,Noviembre,Lunes,Office Supplies,Fasteners,East,Ohio,Columbus,10.464000000000002,1.7003999999999992,6,0.2
2014-11-03,2014,11,3,Noviembre,Lunes,Technology,Accessories,South,Kentucky,Richmond,32.96,14.172800000000002,2,0.0
2014-11-03,2014,11,3,Noviembre,Lunes,Office Supplies,Paper,South,Kentucky,Richmond,14.940000000000001,7.021800000000001,3,0.0
2014-11-03,2014,11,3,Noviembre,Lunes,Office Supplies,Paper,East,New York,New York City,108.92,49.013999999999996,14,0.0
2014-11-03,2014,11,3,Noviembre,Lunes,Technology,Phones,South,Kentucky,Richmond,587.97,164.63160000000005,3,0.0
2014-01-04,2014,1,4,Enero,Sã¡bado,Office Supplies,Binders,West,California,Vallejo,17.088,5.553599999999999,4,0.2
2014-01-04,2014,1,4,Enero,Sã¡bado,Office Supplies,Labels,West,California,Vallejo,29.6,14.8,2,0.0
2014-01-04,2014,1,4,Enero,Sã¡bado,Office Supplies,Binders,East,Massachusetts,Revere,6.24,3.0576,2,0.0
2014-01-04,2014,1,4,Enero,Sã¡bado,Office Supplies,Storage,East,Massachusetts,Revere,66.96,2.6783999999999963,4,0.0
2014-02-04,2014,2,4,Febrero,Martes,Furniture,Furnishings,South,Virginia,Virginia Beach,177.68,46.196799999999996,2,0.0
2014-02-04,2014,2,4,Febrero,Martes,Office Supplies,Paper,South,Georgia,Athens,15.84,7.128,3,0.0
2014-02-04,2014,2,4,Febrero,Martes,Office Supplies,Paper,Central,Texas,Houston,26.720000000000002,9.352,5,0.2
2014-02-04,2014,2,4,Febrero,Martes,Technology,Phones,South,Georgia,Athens,1049.93,293.98040000000003,7,0.0
2014-02-04,2014,2,4,Febrero,Martes,Office Supplies,Appliances,South,Georgia,Athens,154.9,40.274,5,0.0
2014-02-04,2014,2,4,Febrero,Martes,Office Supplies,Paper,Central,Texas,Houston,33.48800000000001,10.464999999999998,7,0.2
2014-03-04,2014,3,4,Marzo,Martes,Office Supplies,Envelopes,West,California,Los Angeles,11.16,5.58,2,0.0
2014-03-04,2014,3,4,Marzo,Martes,Technology,Accessories,West,California,Los Angeles,159.98,57.5928,2,0.0
2014-03-04,2014,3,4,Marzo,Martes,Technology,Accessories,West,California,Los Angeles,62.31,22.4316,3,0.0
2014-04-04,2014,4,4,Abril,Viernes,Office Supplies,Paper,South,Louisiana,Lafayette,19.44,9.3312,3,0.0
2014-04-04,2014,4,4,Abril,Viernes,Office Supplies,Art,Central,Michigan,Detroit,79.36,23.807999999999993,4,0.0
2014-04-04,2014,4,4,Abril,Viernes,Furniture,Furnishings,Central,Michigan,Detroit,5.47,2.3521,1,0.0
2014-04-04,2014,4,4,Abril,Viernes,Office Supplies,Paper,South,Louisiana,Lafayette,12.96,6.3504000000000005,2,0.0
2014-04-04,2014,4,4,Abril,Viernes,Office Supplies,Binders,West,California,Los Angeles,7.184000000000001,2.244999999999999,2,0.2
2014-04-04,2014,4,4,Abril,Viernes,Office Supplies,Labels,West,California,San Francisco,18.9,9.072,6,0.0
2014-04-04,2014,4,4,Abril,Viernes,Office Supplies,Storage,South,Louisiana,Lafayette,232.54999999999998,9.301999999999992,5,0.0
2014-04-04,2014,4,4,Abril,Viernes,Technology,Accessories,South,Louisiana,Lafayette,99.98,42.991400000000006,2,0.0
2014-05-04,2014,5,4,Mayo,Domingo,Office Supplies,Storage,Central,Illinois,Decatur,52.096000000000004,3.907200000000003,4,0.2
2014-05-04,2014,5,4,Mayo,Domingo,Office Supplies,Binders,South,Kentucky,Richmond,115.36,56.5264,7,0.0
2014-05-04,2014,5,4,Mayo,Domingo,Office Supplies,Art,South,Virginia,Alexandria,22.959999999999997,7.576799999999999,7,0.0
2014-05-04,2014,5,4,Mayo,Domingo,Office Supplies,Art,Central,Michigan,Dearborn Heights,26.7,7.475999999999999,2,0.0
2014-05-04,2014,5,4,Mayo,Domingo,Office Supplies,Binders,Central,Michigan,Dearborn Heights,40.199999999999996,18.089999999999996,5,0.0
2014-05-04,2014,5,4,Mayo,Domingo,Technology,Phones,South,Virginia,Alexandria,28.99,8.407099999999996,1,0.0
2014-05-04,2014,5,4,Mayo,Domingo,Office Supplies,Paper,East,New York,New York City,55.48,26.630399999999998,1,0.0
2014-05-04,2014,5,4,Mayo,Domingo,Office Supplies,Art,Central,Michigan,Dearborn Heights,13.89,4.583699999999999,3,0.0
2014-05-04,2014,5,4,Mayo,Domingo,Office Supplies,Storage,Central,Michigan,Dearborn Heights,689.8199999999999,20.69460000000001,6,0.0
2014-05-04,2014,5,4,Mayo,Domingo,Office Supplies,Supplies,South,Virginia,Alexandria,4164.049999999999,83.28100000000006,5,0.0
2014-05-04,2014,5,4,Mayo,Domingo,Office Supplies,Paper,South,Virginia,Alexandria,12.96,6.3504000000000005,2,0.0
2014-05-04,2014,5,4,Mayo,Domingo,Office Supplies,Art,South,Virginia,Alexandria,22.959999999999997,6.658399999999997,7,0.0
2014-05-04,2014,5,4,Mayo,Domingo,Office Supplies,Storage,Central,Illinois,Decatur,49.632000000000005,3.7224000000000004,4,0.2
2014-06-04,2014,6,4,Junio,Miã©rcoles,Office Supplies,Binders,West,California,Los Angeles,65.568,23.768399999999996,2,0.2
2014-06-04,2014,6,4,Junio,Miã©rcoles,Technology,Accessories,West,Washington,Seattle,33.9,2.033999999999999,2,0.0
2014-06-04,2014,6,4,Junio,Miã©rcoles,Office Supplies,Art,West,California,Los Angeles,70.94999999999999,18.447000000000003,3,0.0
2014-06-04,2014,6,4,Junio,Miã©rcoles,Technology,Accessories,West,California,Los Angeles,299.96999999999997,131.98680000000002,3,0.0
2014-06-04,2014,6,4,Junio,Miã©rcoles,Furniture,Tables,West,Washington,Seattle,653.55,111.10349999999994,3,0.0
2014-06-04,2014,6,4,Junio,Miã©rcoles,Furniture,Tables,East,Pennsylvania,Philadelphia,154.764,-36.11160000000001,3,0.4
2014-06-04,2014,6,4,Junio,Miã©rcoles,Office Supplies,Binders,East,Pennsylvania,Lancaster,44.91000000000001,-35.928,6,0.7
2014-06-04,2014,6,4,Junio,Miã©rcoles,Technology,Accessories,East,Pennsylvania,Philadelphia,116.78399999999999,21.89699999999999,2,0.2
2014-06-04,2014,6,4,Junio,Miã©rcoles,Furniture,Furnishings,West,California,Los Angeles,91.96,15.633199999999988,2,0.0
2014-06-04,2014,6,4,Junio,Miã©rcoles,Office Supplies,Supplies,East,Pennsylvania,Philadelphia,10.304000000000002,-2.1896000000000004,1,0.2
2014-06-04,2014,6,4,Junio,Miã©rcoles,Office Supplies,Paper,West,California,Los Angeles,19.44,9.3312,3,0.0
2014-06-04,2014,6,4,Junio,Miã©rcoles,Office Supplies,Paper,West,California,Los Angeles,55.48,26.630399999999998,1,0.0
2014-06-04,2014,6,4,Junio,Miã©rcoles,Furniture,Furnishings,West,California,Los Angeles,33.11,12.912900000000004,7,0.0
2014-07-04,2014,7,4,Julio,Viernes,Furniture,Furnishings,South,Alabama,Mobile,8.96,2.7775999999999996,2,0.0
2014-07-04,2014,7,4,Julio,Viernes,Technology,Phones,South,Georgia,Marietta,200.96999999999997,50.24250000000001,3,0.0
2014-07-04,2014,7,4,Julio,Viernes,Office Supplies,Paper,South,Georgia,Marietta,58.32000000000001,27.9936,9,0.0
2014-07-04,2014,7,4,Julio,Viernes,Technology,Phones,South,South Carolina,Columbia,629.9499999999999,163.78700000000003,5,0.0
2014-07-04,2014,7,4,Julio,Viernes,Office Supplies,Paper,South,South Carolina,Columbia,122.97,60.255300000000005,3,0.0
2014-08-04,2014,8,4,Agosto,Lunes,Office Supplies,Fasteners,West,Arizona,Glendale,2.368,0.8287999999999999,2,0.2
2014-08-04,2014,8,4,Agosto,Lunes,Furniture,Tables,East,Ohio,Toledo,172.11,-94.66050000000001,1,0.4
2014-08-04,2014,8,4,Agosto,Lunes,Office Supplies,Fasteners,West,Arizona,Chandler,49.792,-11.825600000000001,8,0.2
2014-08-04,2014,8,4,Agosto,Lunes,Office Supplies,Paper,West,Arizona,Glendale,19.008000000000003,6.890399999999998,3,0.2
2014-08-04,2014,8,4,Agosto,Lunes,Technology,Accessories,West,California,Concord,399.96,139.986,4,0.0
2014-08-04,2014,8,4,Agosto,Lunes,Furniture,Tables,West,California,Concord,99.592,2.489799999999999,1,0.2
2014-08-04,2014,8,4,Agosto,Lunes,Furniture,Tables,South,Alabama,Decatur,1215.92,316.1392000000001,8,0.0
2014-11-04,2014,11,4,Noviembre,Martes,Office Supplies,Paper,South,Florida,Miami,10.368000000000002,3.6288,2,0.2
2014-11-04,2014,11,4,Noviembre,Martes,Office Supplies,Storage,West,Montana,Great Falls,87.08,24.3824,7,0.0
2014-11-04,2014,11,4,Noviembre,Martes,Technology,Phones,West,Montana,Great Falls,105.584,9.238600000000005,2,0.2
2014-11-04,2014,11,4,Noviembre,Martes,Technology,Accessories,West,Montana,Great Falls,217.44,91.32480000000001,6,0.0
2014-11-04,2014,11,4,Noviembre,Martes,Technology,Phones,Central,Texas,Austin,758.3520000000001,265.4232,6,0.2
2014-11-04,2014,11,4,Noviembre,Martes,Technology,Accessories,South,Florida,Miami,335.944,41.992999999999995,7,0.2
2014-11-04,2014,11,4,Noviembre,Martes,Technology,Accessories,South,Florida,Miami,383.97600000000006,81.59490000000001,3,0.2
2014-11-04,2014,11,4,Noviembre,Martes,Office Supplies,Fasteners,South,Florida,Miami,6.911999999999999,2.3327999999999998,3,0.2
2014-11-04,2014,11,4,Noviembre,Martes,Office Supplies,Binders,West,Idaho,Lewiston,9.584000000000001,3.3543999999999996,1,0.2
2014-12-04,2014,12,4,Diciembre,Jueves,Technology,Phones,West,California,Redondo Beach,438.36800000000005,38.357200000000006,4,0.2
2014-12-04,2014,12,4,Diciembre,Jueves,Office Supplies,Binders,West,California,Redondo Beach,18.088,6.556900000000001,7,0.2
2014-12-04,2014,12,4,Diciembre,Jueves,Office Supplies,Art,West,California,Lodi,39.68,16.268800000000002,2,0.0
2014-12-04,2014,12,4,Diciembre,Jueves,Furniture,Bookcases,West,California,Redondo Beach,308.499,-18.147,3,0.15
2014-12-04,2014,12,4,Diciembre,Jueves,Office Supplies,Paper,Central,Indiana,Bloomington,32.400000000000006,15.552000000000001,5,0.0
2014-12-04,2014,12,4,Diciembre,Jueves,Technology,Phones,West,California,Redondo Beach,1075.088,94.07019999999994,14,0.2
2014-02-05,2014,2,5,Febrero,Miã©rcoles,Office Supplies,Appliances,East,Ohio,Columbus,26.136000000000003,1.9602000000000004,3,0.2
2014-02-05,2014,2,5,Febrero,Miã©rcoles,Technology,Copiers,South,Florida,Lakeland,479.98400000000004,89.99699999999999,2,0.2
2014-03-05,2014,3,5,Marzo,Miã©rcoles,Office Supplies,Labels,Central,Wisconsin,Appleton,21.560000000000002,10.348799999999999,7,0.0
2014-03-05,2014,3,5,Marzo,Miã©rcoles,Office Supplies,Binders,East,New York,Yonkers,10.896,3.9497999999999998,3,0.2
2014-03-05,2014,3,5,Marzo,Miã©rcoles,Office Supplies,Binders,East,New York,Yonkers,40.176,14.563799999999997,3,0.2
2014-04-05,2014,4,5,Abril,Sã¡bado,Furniture,Furnishings,East,Connecticut,Middletown,27.46,9.8856,2,0.0
2014-04-05,2014,4,5,Abril,Sã¡bado,Office Supplies,Art,Central,Texas,Houston,37.839999999999996,2.8380000000000027,2,0.2
2014-04-05,2014,4,5,Abril,Sã¡bado,Office Supplies,Fasteners,Central,Texas,Houston,5.4719999999999995,1.8467999999999996,6,0.2
2014-04-05,2014,4,5,Abril,Sã¡bado,Office Supplies,Appliances,West,Washington,Seattle,57.68,19.034399999999998,4,0.0
2014-04-05,2014,4,5,Abril,Sã¡bado,Furniture,Furnishings,West,Washington,Seattle,12.18,3.8975999999999997,7,0.0
2014-04-05,2014,4,5,Abril,Sã¡bado,Office Supplies,Binders,Central,Michigan,Jackson,46.8,21.059999999999995,4,0.0
2014-05-05,2014,5,5,Mayo,Lunes,Office Supplies,Binders,South,Virginia,Arlington,11.88,5.346,2,0.0
2014-05-05,2014,5,5,Mayo,Lunes,Office Supplies,Paper,South,Virginia,Arlington,35.44,16.656799999999997,1,0.0
2014-05-05,2014,5,5,Mayo,Lunes,Office Supplies,Storage,Central,Illinois,Freeport,45.248000000000005,3.959199999999999,2,0.2
2014-05-05,2014,5,5,Mayo,Lunes,Furniture,Chairs,Central,Texas,San Antonio,127.869,-9.133500000000012,3,0.3
2014-05-05,2014,5,5,Mayo,Lunes,Office Supplies,Paper,South,Kentucky,Richmond,24.56,11.543199999999999,2,0.0
2014-05-05,2014,5,5,Mayo,Lunes,Office Supplies,Art,South,Kentucky,Richmond,6.56,1.9023999999999992,2,0.0
2014-05-05,2014,5,5,Mayo,Lunes,Office Supplies,Paper,South,Kentucky,Richmond,9.42,4.238999999999999,3,0.0
2014-06-05,2014,6,5,Junio,Jueves,Office Supplies,Labels,West,California,Los Angeles,5.78,2.7166,2,0.0
2014-06-05,2014,6,5,Junio,Jueves,Office Supplies,Binders,West,California,Los Angeles,140.736,52.775999999999996,8,0.2
2014-06-05,2014,6,5,Junio,Jueves,Office Supplies,Art,West,California,Los Angeles,107.94,30.223200000000002,6,0.0
2014-07-05,2014,7,5,Julio,Sã¡bado,Furniture,Tables,East,Massachusetts,Lawrence,194.25,-38.849999999999994,2,0.3
2014-07-05,2014,7,5,Julio,Sã¡bado,Office Supplies,Art,East,Massachusetts,Lawrence,8.64,2.5056,3,0.0
2014-07-05,2014,7,5,Julio,Sã¡bado,Office Supplies,Binders,East,Massachusetts,Lawrence,16.14,7.9086,3,0.0
2014-07-05,2014,7,5,Julio,Sã¡bado,Furniture,Chairs,East,Massachusetts,Lawrence,872.32,244.2496,4,0.0
2014-08-05,2014,8,5,Agosto,Martes,Technology,Copiers,East,Pennsylvania,Philadelphia,1799.9699999999998,239.9960000000001,5,0.4
2014-09-05,2014,9,5,Septiembre,Viernes,Office Supplies,Storage,South,Kentucky,Henderson,83.25,14.984999999999992,3,0.0
2014-09-05,2014,9,5,Septiembre,Viernes,Office Supplies,Labels,South,Kentucky,Henderson,20.65,9.498999999999999,5,0.0
2014-09-05,2014,9,5,Septiembre,Viernes,Office Supplies,Labels,South,Kentucky,Henderson,9.45,4.536,3,0.0
2014-09-05,2014,9,5,Septiembre,Viernes,Technology,Accessories,West,California,San Francisco,67.8,4.067999999999998,4,0.0
2014-09-05,2014,9,5,Septiembre,Viernes,Office Supplies,Paper,South,Kentucky,Henderson,45.36,21.772800000000004,7,0.0
2014-09-05,2014,9,5,Septiembre,Viernes,Technology,Accessories,West,California,San Francisco,167.97,40.31280000000001,3,0.0
2014-10-05,2014,10,5,Octubre,Domingo,Technology,Phones,West,Washington,Kent,43.6,4.360000000000001,5,0.2
2014-10-05,2014,10,5,Octubre,Domingo,Office Supplies,Envelopes,West,Washington,Kent,158.13,77.4837,3,0.0
2014-10-05,2014,10,5,Octubre,Domingo,Office Supplies,Supplies,West,California,San Jose,41.04,11.0808,6,0.0
2014-10-05,2014,10,5,Octubre,Domingo,Office Supplies,Art,East,Pennsylvania,Philadelphia,22.32,5.301,5,0.2
2014-10-05,2014,10,5,Octubre,Domingo,Furniture,Chairs,West,California,San Jose,256.78400000000005,32.09799999999997,1,0.2
2014-10-05,2014,10,5,Octubre,Domingo,Technology,Phones,West,California,San Jose,1432.0000000000002,125.30000000000007,5,0.2
2014-10-05,2014,10,5,Octubre,Domingo,Office Supplies,Paper,West,California,San Jose,39.96,19.1808,2,0.0
2014-10-05,2014,10,5,Octubre,Domingo,Furniture,Bookcases,East,Pennsylvania,Philadelphia,349.965,-216.97830000000002,7,0.5
